# Title: January 2020 - December 2024 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 126 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
OK-047,Garfield County,Oklahoma,150.79,-1.08,56,151.87
OK-049,Garvin County,Oklahoma,189.03,9.57,89,179.47
OK-051,Grady County,Oklahoma,171.72,9.51,83,162.21
OK-053,Grant County,Oklahoma,143.01,-4.53,43,147.54
OK-055,Greer County,Oklahoma,109.53,-16.86,18,126.39
OK-057,Harmon County,Oklahoma,103.54,-17.53,13,121.07
OK-059,Harper County,Oklahoma,110.6,-4.98,44,115.58
OK-061,Haskell County,Oklahoma,256.38,35.31,117,221.07
OK-063,Hughes County,Oklahoma,227.82,22.6,105,205.22
OK-065,Jackson County,Oklahoma,116.02,-11.22,33,127.24
OK-067,Jefferson County,Oklahoma,170.97,7.55,87,163.42
OK-069,Johnston County,Oklahoma,201.86,3.85,75,198.01
OK-071,Kay County,Oklahoma,153.56,-11.37,26,164.93
OK-073,Kingfisher County,Oklahoma,158.1,12.46,89,145.65
OK-075,Kiowa County,Oklahoma,131.76,-5.34,50,137.1
OK-077,Latimer County,Oklahoma,255.83,22.83,105,233
OK-079,Le Flore County,Oklahoma,273.86,37.28,117,236.58
OK-081,Lincoln County,Oklahoma,190.27,11.68,85,178.59
OK-083,Logan County,Oklahoma,166.88,9.17,82,157.71
OK-085,Love County,Oklahoma,185.15,5.06,80,180.09
OK-087,McClain County,Oklahoma,183.56,11.07,87,172.49
OK-089,McCurtain County,Oklahoma,285.63,38.48,116,247.15
OK-091,McIntosh County,Oklahoma,235.31,26.54,103,208.77
OK-093,Major County,Oklahoma,133.02,-4.28,41,137.3
OK-095,Marshall County,Oklahoma,194.1,1.12,70,192.98
OK-097,Mayes County,Oklahoma,233.19,23.75,103,209.44
OK-099,Murray County,Oklahoma,193.14,2.14,70,191
OK-101,Muskogee County,Oklahoma,235.37,24.03,101,211.34
OK-103,Noble County,Oklahoma,158.08,-6.81,45,164.89
OK-105,Nowata County,Oklahoma,185.98,-10.87,34,196.85
OK-107,Okfuskee County,Oklahoma,216.47,24.15,101,192.32
OK-109,Oklahoma County,Oklahoma,178.82,14.36,95,164.46
OK-111,Okmulgee County,Oklahoma,214.11,16.09,87,198.02
OK-113,Osage County,Oklahoma,171.95,-7.47,40,179.42
OK-115,Ottawa County,Oklahoma,225.56,13.87,86,211.69
OK-117,Pawnee County,Oklahoma,164.78,-10.5,35,175.28
OK-119,Payne County,Oklahoma,169.53,-2.02,61,171.55
OK-121,Pittsburg County,Oklahoma,240.12,17.66,92,222.46
OK-123,Pontotoc County,Oklahoma,209.03,11.97,93,197.06
OK-125,Pottawatomie County,Oklahoma,199.02,16.92,95,182.1
OK-127,Pushmataha County,Oklahoma,248.13,5.76,74,242.37
OK-129,Roger Mills County,Oklahoma,113.88,-8.87,32,122.75
OK-131,Rogers County,Oklahoma,211.61,14.5,89,197.11
OK-133,Seminole County,Oklahoma,215.12,24.44,109,190.68
OK-135,Sequoyah County,Oklahoma,265.64,41.4,119,224.24
OK-137,Stephens County,Oklahoma,180.13,14.66,101,165.47
OK-139,Texas County,Oklahoma,89.37,-1.31,52,90.68
OK-141,Tillman County,Oklahoma,137.62,2.22,76,135.4
OK-143,Tulsa County,Oklahoma,203.05,11.42,80,191.63
OK-145,Wagoner County,Oklahoma,221.58,17.11,90,204.47
OK-147,Washington County,Oklahoma,180.47,-8,40,188.47
OK-149,Washita County,Oklahoma,134.45,-0.36,59,134.81
OK-151,Woods County,Oklahoma,127.36,-0.97,52,128.33
OK-153,Woodward County,Oklahoma,120.44,-3.96,42,124.4
OR-001,Baker County,Oregon,100.74,-4.75,38,105.49
OR-003,Benton County,Oregon,289.09,-0.77,60,289.86
OR-005,Clackamas County,Oregon,356.28,-14.98,44,371.26
OR-007,Clatsop County,Oregon,430.75,-13.94,49,444.69
OR-009,Columbia County,Oregon,275.94,-5.56,54,281.5
OR-011,Coos County,Oregon,314.26,-28.69,25,342.95
OR-013,Crook County,Oregon,61.86,-11.27,11,73.13
OR-015,Curry County,Oregon,398.14,-30.82,38,428.96
OR-017,Deschutes County,Oregon,100.77,-17.08,12,117.85
OR-019,Douglas County,Oregon,245.96,-19.43,29,265.39
OR-021,Gilliam County,Oregon,53.6,-2.44,45,56.04
OR-023,Grant County,Oregon,100.71,-3.08,50,103.79
OR-025,Harney County,Oregon,59.87,-4.14,37,64.01
OR-027,Hood River County,Oregon,288.86,-3.34,61,292.2
OR-029,Jackson County,Oregon,160.87,-22.6,18,183.47
OR-031,Jefferson County,Oregon,82.35,-9.17,14,91.52
OR-033,Josephine County,Oregon,256.96,-13.65,44,270.61
OR-035,Klamath County,Oregon,118.6,-16.29,17,134.89
OR-037,Lake County,Oregon,59.73,-11.96,10,71.69
OR-039,Lane County,Oregon,305.32,-13.84,38,319.16
OR-041,Lincoln County,Oregon,454.2,5.98,64,448.22
OR-043,Linn County,Oregon,327.41,-19.81,29,347.22
OR-045,Malheur County,Oregon,65.2,2.55,93,62.65
OR-047,Marion County,Oregon,306.25,-10.91,48,317.16
OR-049,Morrow County,Oregon,70.05,-0.47,65,70.52
OR-051,Multnomah County,Oregon,309.44,-2.35,64,311.79
OR-053,Polk County,Oregon,326.51,-5.95,54,332.46
OR-055,Sherman County,Oregon,62.68,-2.95,47,65.63
OR-057,Tillamook County,Oregon,518.21,13.48,83,504.73
OR-059,Umatilla County,Oregon,104.87,2.83,80,102.04
OR-061,Union County,Oregon,140.24,-3.54,49,143.78
OR-063,Wallowa County,Oregon,125.92,-11.11,19,137.03
OR-065,Wasco County,Oregon,93.73,-7.02,30,100.75
OR-067,Washington County,Oregon,276.93,-1.19,65,278.12
OR-069,Wheeler County,Oregon,70.43,-9.6,10,80.03
OR-071,Yamhill County,Oregon,298.44,-5.34,60,303.78
PA-001,Adams County,Pennsylvania,203.68,-7.67,32,211.35
PA-003,Allegheny County,Pennsylvania,203.75,11.74,101,192.01
PA-005,Armstrong County,Pennsylvania,228.61,17.44,107,211.17
PA-007,Beaver County,Pennsylvania,207.74,17.37,110,190.37
PA-009,Bedford County,Pennsylvania,199.58,8.96,91,190.62
PA-011,Berks County,Pennsylvania,230.97,9.62,82,221.35
PA-013,Blair County,Pennsylvania,214.94,17.08,104,197.86
PA-015,Bradford County,Pennsylvania,204,19.74,108,184.26
PA-017,Bucks County,Pennsylvania,232.01,4.43,65,227.58
PA-019,Butler County,Pennsylvania,216.63,12.9,102,203.73
PA-021,Cambria County,Pennsylvania,232.4,15.07,104,217.33
PA-023,Cameron County,Pennsylvania,220.61,14.47,102,206.14
PA-025,Carbon County,Pennsylvania,260.55,17.84,96,242.71
PA-027,Centre County,Pennsylvania,220.01,15.63,104,204.38
PA-029,Chester County,Pennsylvania,233.86,9.22,82,224.64
PA-031,Clarion County,Pennsylvania,222.71,7.08,78,215.63
PA-033,Clearfield County,Pennsylvania,215.86,5.43,79,210.43
PA-035,Clinton County,Pennsylvania,218.7,16.07,102,202.63
PA-037,Columbia County,Pennsylvania,225.8,13.6,92,212.2
PA-039,Crawford County,Pennsylvania,217.77,4.04,66,213.73
PA-041,Cumberland County,Pennsylvania,205.64,-1.88,54,207.52
PA-043,Dauphin County,Pennsylvania,220.14,4.74,71,215.4
PA-045,Delaware County,Pennsylvania,220.06,-1.33,48,221.39
PA-047,Elk County,Pennsylvania,222.78,7.88,82,214.9
PA-049,Erie County,Pennsylvania,225.18,10.9,79,214.28
PA-051,Fayette County,Pennsylvania,232.54,9.1,89,223.44
PA-053,Forest County,Pennsylvania,225.62,6.92,78,218.7
PA-055,Franklin County,Pennsylvania,189.97,-12.24,17,202.21
PA-057,Fulton County,Pennsylvania,195.09,0.74,64,194.35
PA-059,Greene County,Pennsylvania,212.69,7.39,84,205.3
PA-061,Huntingdon County,Pennsylvania,209.53,12.97,99,196.56
PA-063,Indiana County,Pennsylvania,237.52,17.64,114,219.88
PA-065,Jefferson County,Pennsylvania,215.37,-1.93,42,217.3
PA-067,Juniata County,Pennsylvania,221.09,13.15,100,207.94
PA-069,Lackawanna County,Pennsylvania,243.46,32.76,118,210.7
PA-071,Lancaster County,Pennsylvania,222.29,12.5,90,209.79
PA-073,Lawrence County,Pennsylvania,213.54,19.49,111,194.05
PA-075,Lebanon County,Pennsylvania,226.18,9.26,78,216.92
PA-077,Lehigh County,Pennsylvania,239.93,12.68,88,227.25
PA-079,Luzerne County,Pennsylvania,238.32,23.82,115,214.5
PA-081,Lycoming County,Pennsylvania,221.84,15.16,99,206.68
PA-083,McKean County,Pennsylvania,220.34,3.57,60,216.77
PA-085,Mercer County,Pennsylvania,213.28,9.31,86,203.97
PA-087,Mifflin County,Pennsylvania,222.9,18.6,114,204.3
PA-089,Monroe County,Pennsylvania,270.27,30.62,109,239.65
PA-091,Montgomery County,Pennsylvania,228.88,4.75,66,224.13
PA-093,Montour County,Pennsylvania,217.03,11.58,92,205.45
PA-095,Northampton County,Pennsylvania,244.54,15.78,90,228.76
PA-097,Northumberland County,Pennsylvania,217.17,10.47,88,206.7
PA-099,Perry County,Pennsylvania,215.38,2.23,63,213.15
PA-101,Philadelphia County,Pennsylvania,227.51,6.73,74,220.78
PA-103,Pike County,Pennsylvania,244.36,22.89,107,221.47
PA-105,Potter County,Pennsylvania,213.37,12.92,95,200.45
PA-107,Schuylkill County,Pennsylvania,241.11,8.49,79,232.62
PA-109,Snyder County,Pennsylvania,223.82,11.84,92,211.98
PA-111,Somerset County,Pennsylvania,228.69,11.14,97,217.55
PA-113,Sullivan County,Pennsylvania,238.28,18.78,99,219.5
PA-115,Susquehanna County,Pennsylvania,237.29,33.75,112,203.54
PA-117,Tioga County,Pennsylvania,199.98,18.32,100,181.66
PA-119,Union County,Pennsylvania,218.9,12.36,98,206.54
PA-121,Venango County,Pennsylvania,223.03,12.62,94,210.41
PA-123,Warren County,Pennsylvania,225.92,7.87,75,218.05
PA-125,Washington County,Pennsylvania,205.34,8.98,98,196.36
PA-127,Wayne County,Pennsylvania,242.94,29.75,112,213.19
PA-129,Westmoreland County,Pennsylvania,233.55,21.84,115,211.71
PA-131,Wyoming County,Pennsylvania,233.7,31.08,116,202.62
PA-133,York County,Pennsylvania,208.28,1.16,56,207.12
RI-001,Bristol County,Rhode Island,256.54,32.78,118,223.76
RI-003,Kent County,Rhode Island,263.53,33.9,118,229.63
RI-005,Newport County,Rhode Island,244.9,28.97,115,215.93
RI-007,Providence County,Rhode Island,263.84,32.13,116,231.71
RI-009,Washington County,Rhode Island,242.27,23.11,110,219.16
SC-001,Abbeville County,South Carolina,251.46,11.13,95,240.33
SC-003,Aiken County,South Carolina,261.74,33.6,124,228.14
SC-005,Allendale County,South Carolina,274.32,42.01,126,232.31
SC-007,Anderson County,South Carolina,250.67,5.33,83,245.34
SC-009,Bamberg County,South Carolina,287.07,53.67,126,233.4
SC-011,Barnwell County,South Carolina,280.75,49.51,126,231.24
SC-013,Beaufort County,South Carolina,246.45,5.69,81,240.76
SC-015,Berkeley County,South Carolina,251.33,9.1,88,242.23
SC-017,Calhoun County,South Carolina,256.32,25.6,117,230.72
SC-019,Charleston County,South Carolina,258.06,15.97,96,242.09
SC-021,Cherokee County,South Carolina,250.59,5.34,86,245.25
SC-023,Chester County,South Carolina,242.6,11.7,108,230.9
SC-025,Chesterfield County,South Carolina,247.5,18.5,115,229
SC-027,Clarendon County,South Carolina,249.74,10.98,90,238.76
SC-029,Colleton County,South Carolina,265.73,27.35,113,238.38
SC-031,Darlington County,South Carolina,250.43,21.64,117,228.79
SC-033,Dillon County,South Carolina,254.36,25.94,115,228.42
SC-035,Dorchester County,South Carolina,258.51,19.91,108,238.6
SC-037,Edgefield County,South Carolina,243.1,13.64,95,229.46
SC-039,Fairfield County,South Carolina,238.09,10.23,104,227.86
SC-041,Florence County,South Carolina,259.99,25.03,119,234.96
SC-043,Georgetown County,South Carolina,265.19,18.59,102,246.6
SC-045,Greenville County,South Carolina,285.32,5.83,77,279.49
SC-047,Greenwood County,South Carolina,245.98,10.69,97,235.29
SC-049,Hampton County,South Carolina,264.56,28.72,118,235.84
SC-051,Horry County,South Carolina,265.03,21.69,106,243.34
SC-053,Jasper County,South Carolina,250.16,8.63,87,241.53
SC-055,Kershaw County,South Carolina,234.61,5.38,87,229.23
SC-057,Lancaster County,South Carolina,244.86,17,122,227.86
SC-059,Laurens County,South Carolina,246.86,6.72,88,240.14
SC-061,Lee County,South Carolina,245.58,14.06,99,231.52
SC-063,Lexington County,South Carolina,252.82,23.94,115,228.88
SC-065,McCormick County,South Carolina,244.03,10.13,91,233.9
SC-067,Marion County,South Carolina,272.83,36.85,124,235.98
SC-069,Marlboro County,South Carolina,244.17,15.11,103,229.06
SC-071,Newberry County,South Carolina,247.33,17.01,113,230.32
SC-073,Oconee County,South Carolina,314.04,8.84,88,305.2
SC-075,Orangeburg County,South Carolina,264.97,31.33,125,233.64
SC-077,Pickens County,South Carolina,306.11,10.94,89,295.17
SC-079,Richland County,South Carolina,243.75,16.76,104,226.99
SC-081,Saluda County,South Carolina,245.82,15.23,103,230.59
SC-083,Spartanburg County,South Carolina,268.06,10.99,97,257.07
SC-085,Sumter County,South Carolina,241.25,8.92,86,232.33
SC-087,Union County,South Carolina,243.94,3.5,79,240.44
SC-089,Williamsburg County,South Carolina,257.39,14.88,97,242.51
SC-091,York County,South Carolina,236.63,1.92,78,234.71
SD-003,Aurora County,South Dakota,103.99,-2.85,43,106.84
SD-005,Beadle County,South Dakota,102.17,0.93,54,101.24
SD-007,Bennett County,South Dakota,94.71,3.99,79,90.72
SD-009,Bon Homme County,South Dakota,112.33,-8.02,27,120.35
SD-011,Brookings County,South Dakota,118.16,2.7,66,115.46
SD-013,Brown County,South Dakota,102.48,2.16,70,100.32
SD-015,Brule County,South Dakota,104.25,3.92,70,100.33
SD-017,Buffalo County,South Dakota,104.52,10.37,96,94.15
SD-019,Butte County,South Dakota,73.33,-3.86,39,77.19
SD-021,Campbell County,South Dakota,83.65,-1.87,43,85.52
SD-023,Charles Mix County,South Dakota,109.78,-2.24,45,112.02
SD-025,Clark County,South Dakota,113.17,3.97,71,109.2
SD-027,Clay County,South Dakota,111.01,-16.43,14,127.44
SD-029,Codington County,South Dakota,120.46,5.85,81,114.61
SD-031,Corson County,South Dakota,83.55,-0.7,44,84.25
SD-033,Custer County,South Dakota,82.83,-5.78,38,88.61
SD-035,Davison County,South Dakota,106.2,-2.31,48,108.51
SD-037,Day County,South Dakota,108.89,0.49,62,108.4
SD-039,Deuel County,South Dakota,126.1,6.75,84,119.35
SD-041,Dewey County,South Dakota,84.8,0.47,57,84.33
SD-043,Douglas County,South Dakota,110.47,-1.3,50,111.77
SD-045,Edmunds County,South Dakota,94.11,-0.07,57,94.18
SD-047,Fall River County,South Dakota,74.3,-8.42,20,82.72
SD-049,Faulk County,South Dakota,101.79,7.73,90,94.06
SD-051,Grant County,South Dakota,120.61,4.2,70,116.41
SD-053,Gregory County,South Dakota,108.5,0.05,52,108.45
SD-055,Haakon County,South Dakota,76.1,-8.6,21,84.7
SD-057,Hamlin County,South Dakota,122.45,9.14,91,113.31
SD-059,Hand County,South Dakota,106.54,10.09,96,96.45
SD-061,Hanson County,South Dakota,105.37,-5.48,36,110.85
SD-063,Harding County,South Dakota,64.78,-7.83,21,72.61
SD-065,Hughes County,South Dakota,90.59,4.99,79,85.6
SD-067,Hutchinson County,South Dakota,109.94,-8.05,32,117.99
SD-069,Hyde County,South Dakota,102.13,11.85,101,90.28
SD-071,Jackson County,South Dakota,83.32,-2.84,39,86.16
SD-073,Jerauld County,South Dakota,103.58,-0.09,51,103.67
SD-075,Jones County,South Dakota,89.56,3.07,73,86.49
SD-077,Kingsbury County,South Dakota,116.17,4.83,66,111.34
SD-079,Lake County,South Dakota,109.37,-8.76,28,118.13
SD-081,Lawrence County,South Dakota,109.19,-9.94,25,119.13
SD-083,Lincoln County,South Dakota,122.83,-5.82,33,128.65
SD-085,Lyman County,South Dakota,100.16,8.87,91,91.29
SD-087,McCook County,South Dakota,106.79,-12.44,22,119.23
SD-089,McPherson County,South Dakota,92.69,-0.52,52,93.21
SD-091,Marshall County,South Dakota,107.11,1.9,61,105.21
SD-093,Meade County,South Dakota,79.03,-5,38,84.03
SD-095,Mellette County,South Dakota,93.48,2.64,66,90.84
SD-097,Miner County,South Dakota,104.04,-6.06,31,110.1
SD-099,Minnehaha County,South Dakota,113.53,-11.83,13,125.36
SD-101,Moody County,South Dakota,113.79,-5.81,31,119.6
SD-102,Oglala Lakota County,South Dakota,80.83,-4.63,40,85.46
SD-103,Pennington County,South Dakota,82.57,-6.46,34,89.03
SD-105,Perkins County,South Dakota,73.41,-5.35,28,78.76
SD-107,Potter County,South Dakota,90.14,2.13,66,88.01
SD-109,Roberts County,South Dakota,116.64,6.5,73,110.15
SD-111,Sanborn County,South Dakota,100.3,-4.9,35,105.2
SD-115,Spink County,South Dakota,103.85,3.89,75,99.96
SD-117,Stanley County,South Dakota,81.43,-1.24,54,82.67
SD-119,Sully County,South Dakota,87.46,4.28,75,83.18
SD-121,Todd County,South Dakota,103.36,6.78,82,96.58
SD-123,Tripp County,South Dakota,100.93,0.86,64,100.07
SD-125,Turner County,South Dakota,114.08,-11.8,21,125.88
SD-127,Union County,South Dakota,115.08,-15.04,16,130.12
SD-129,Walworth County,South Dakota,89.04,-0.36,56,89.4
SD-135,Yankton County,South Dakota,107.22,-16.73,13,123.95
SD-137,Ziebach County,South Dakota,78.29,-2.76,39,81.05
TN-001,Anderson County,Tennessee,287.94,27.31,106,260.63
TN-003,Bedford County,Tennessee,301.71,36.26,114,265.45
TN-005,Benton County,Tennessee,259.29,4.04,72,255.25
TN-007,Bledsoe County,Tennessee,301.33,21.16,103,280.17
TN-009,Blount County,Tennessee,289.72,20.63,108,269.09
TN-011,Bradley County,Tennessee,289.33,27.21,111,262.12
TN-013,Campbell County,Tennessee,289.27,30.63,115,258.64
TN-015,Cannon County,Tennessee,304.31,33.75,115,270.56
TN-017,Carroll County,Tennessee,269.53,14.2,89,255.33
TN-019,Carter County,Tennessee,261.8,23.6,118,238.2
TN-021,Cheatham County,Tennessee,247.62,2.4,72,245.22
TN-023,Chester County,Tennessee,289.48,30.83,107,258.65
TN-025,Claiborne County,Tennessee,266.11,14.14,98,251.97
TN-027,Clay County,Tennessee,275.08,12.2,99,262.88
TN-029,Cocke County,Tennessee,261.78,22.38,118,239.4
TN-031,Coffee County,Tennessee,310.13,38.6,117,271.53
TN-033,Crockett County,Tennessee,264.64,13.81,91,250.83
TN-035,Cumberland County,Tennessee,298.74,23.47,108,275.27
TN-037,Davidson County,Tennessee,253.03,10.83,85,242.2
TN-039,Decatur County,Tennessee,288.56,26.27,110,262.29
TN-041,DeKalb County,Tennessee,285.16,18.79,104,266.37
TN-043,Dickson County,Tennessee,260.85,9.44,90,251.41
TN-045,Dyer County,Tennessee,248.31,5.7,70,242.61
TN-047,Fayette County,Tennessee,283.65,22.83,105,260.82
TN-049,Fentress County,Tennessee,292.09,26.53,111,265.56
TN-051,Franklin County,Tennessee,329.19,56.95,121,272.24
TN-053,Gibson County,Tennessee,270.73,18.95,96,251.78
TN-055,Giles County,Tennessee,295.11,25.12,104,269.99
TN-057,Grainger County,Tennessee,254.25,15.8,105,238.45
TN-059,Greene County,Tennessee,248.19,27.3,121,220.89
TN-061,Grundy County,Tennessee,330.5,46.37,117,284.13
TN-063,Hamblen County,Tennessee,240.7,13.93,108,226.77
TN-065,Hamilton County,Tennessee,279.5,6.46,78,273.04
TN-067,Hancock County,Tennessee,261.09,18.42,111,242.67
TN-069,Hardeman County,Tennessee,292.87,29.99,108,262.88
TN-071,Hardin County,Tennessee,300.02,38.37,115,261.65
TN-073,Hawkins County,Tennessee,249.74,19.89,114,229.85
TN-075,Haywood County,Tennessee,267.91,14.32,92,253.59
TN-077,Henderson County,Tennessee,283.19,24.58,103,258.61
TN-079,Henry County,Tennessee,262.67,11.27,81,251.4
TN-081,Hickman County,Tennessee,281.78,21.71,107,260.07
TN-083,Houston County,Tennessee,265.22,12.98,85,252.24
TN-085,Humphreys County,Tennessee,266.05,8.18,84,257.87
TN-087,Jackson County,Tennessee,278.95,12.04,94,266.91
TN-089,Jefferson County,Tennessee,252.22,22.93,115,229.29
TN-091,Johnson County,Tennessee,277.48,32.31,123,245.17
TN-093,Knox County,Tennessee,275.94,29.56,115,246.38
TN-095,Lake County,Tennessee,256.01,14.39,93,241.62
TN-097,Lauderdale County,Tennessee,250.93,4.12,66,246.81
TN-099,Lawrence County,Tennessee,291.76,19.59,96,272.17
TN-101,Lewis County,Tennessee,295.75,29.21,113,266.54
TN-103,Lincoln County,Tennessee,316.48,44.73,120,271.75
TN-105,Loudon County,Tennessee,278.37,20,102,258.37
TN-107,McMinn County,Tennessee,289.66,26.07,107,263.59
TN-109,McNairy County,Tennessee,301.21,40.05,119,261.16
TN-111,Macon County,Tennessee,279.19,15.15,102,264.04
TN-113,Madison County,Tennessee,276.58,20.14,96,256.44
TN-115,Marion County,Tennessee,323.96,40.49,114,283.47
TN-117,Marshall County,Tennessee,301.72,37.92,117,263.8
TN-119,Maury County,Tennessee,283.45,25.89,106,257.56
TN-121,Meigs County,Tennessee,290.37,22.1,101,268.27
TN-123,Monroe County,Tennessee,292.88,14.41,99,278.47
TN-125,Montgomery County,Tennessee,253.98,9.09,78,244.89
TN-127,Moore County,Tennessee,315.44,43.3,116,272.14
TN-129,Morgan County,Tennessee,288.38,22.91,105,265.47
TN-131,Obion County,Tennessee,278.99,31.22,115,247.77
TN-133,Overton County,Tennessee,288.14,19.8,109,268.34
TN-135,Perry County,Tennessee,288.29,23.11,108,265.18
TN-137,Pickett County,Tennessee,285.92,23.64,112,262.28
TN-139,Polk County,Tennessee,302.77,29.54,114,273.23
TN-141,Putnam County,Tennessee,290.55,17.61,101,272.94
TN-143,Rhea County,Tennessee,296.92,20.19,100,276.73
TN-145,Roane County,Tennessee,280.76,18.84,96,261.92
TN-147,Robertson County,Tennessee,265.17,19.93,104,245.24
TN-149,Rutherford County,Tennessee,292.29,36.95,116,255.34
TN-151,Scott County,Tennessee,289.51,26.05,111,263.46
TN-153,Sequatchie County,Tennessee,304.66,18.37,93,286.29
TN-155,Sevier County,Tennessee,297.38,24.75,114,272.63
TN-157,Shelby County,Tennessee,278.87,25.07,102,253.8
TN-159,Smith County,Tennessee,276.28,11.91,100,264.37
TN-161,Stewart County,Tennessee,260.71,11.18,78,249.54
TN-163,Sullivan County,Tennessee,237.02,17.17,111,219.85
TN-165,Sumner County,Tennessee,272.71,21.71,109,251
TN-167,Tipton County,Tennessee,270.25,19.27,96,250.98
TN-169,Trousdale County,Tennessee,272.96,13.41,97,259.55
TN-171,Unicoi County,Tennessee,264.12,19.97,112,244.15
TN-173,Union County,Tennessee,267.29,19.82,108,247.47
TN-175,Van Buren County,Tennessee,302.82,29.7,113,273.12
TN-177,Warren County,Tennessee,304.54,35.59,115,268.95
TN-179,Washington County,Tennessee,238.46,17.43,112,221.03
TN-181,Wayne County,Tennessee,301.63,31.02,111,270.61
TN-183,Weakley County,Tennessee,271.85,19.43,98,252.42
TN-185,White County,Tennessee,292.15,20.67,101,271.48
TN-187,Williamson County,Tennessee,256.29,6.12,74,250.17
TN-189,Wilson County,Tennessee,276.13,18.29,105,257.84
TX-001,Anderson County,Texas,234.04,26.65,112,207.39
TX-003,Andrews County,Texas,46.57,-27.31,1,73.88
TX-005,Angelina County,Texas,261.25,18.6,92,242.65
TX-007,Aransas County,Texas,160.88,-7.68,49,168.56
TX-009,Archer County,Texas,147.55,8.77,97,138.78
TX-011,Armstrong County,Texas,89.28,-15.43,18,104.71
TX-013,Atascosa County,Texas,115.89,-17.37,23,133.26
TX-015,Austin County,Texas,203.95,-1.51,56,205.46
TX-017,Bailey County,Texas,73.12,-14.6,11,87.72
TX-019,Bandera County,Texas,109.38,-40,5,149.38
TX-021,Bastrop County,Texas,169.17,-6.06,40,175.23
TX-023,Baylor County,Texas,133.48,5.39,85,128.09
TX-025,Bee County,Texas,138.01,-12.79,31,150.8
TX-027,Bell County,Texas,142.72,-22.22,10,164.94
TX-029,Bexar County,Texas,118.19,-30.24,7,148.43
TX-031,Blanco County,Texas,126.2,-29,9,155.2
TX-033,Borden County,Texas,81.88,-12.92,18,94.8
TX-035,Bosque County,Texas,160.83,-0.56,54,161.39
TX-037,Bowie County,Texas,278.65,41.26,120,237.39
TX-039,Brazoria County,Texas,239.03,10.76,70,228.27
TX-041,Brazos County,Texas,193.91,-4.08,47,197.99
TX-043,Brewster County,Texas,44.88,-21.02,5,65.9
TX-045,Briscoe County,Texas,93.96,-10.91,24,104.87
TX-047,Brooks County,Texas,108.54,-9.48,36,118.02
TX-049,Brown County,Texas,127.74,-6.46,37,134.2
TX-051,Burleson County,Texas,186.52,-1.63,57,188.15
TX-053,Burnet County,Texas,133.42,-17.72,18,151.14
TX-055,Caldwell County,Texas,149.8,-17.06,21,166.86
TX-057,Calhoun County,Texas,189.34,-0.59,65,189.93
TX-059,Callahan County,Texas,137.87,8.14,87,129.73
TX-061,Cameron County,Texas,142.92,19.66,112,123.26
TX-063,Camp County,Texas,241.17,19.81,93,221.36
TX-065,Carson County,Texas,91.65,-11.76,22,103.41
TX-067,Cass County,Texas,277.26,41.47,119,235.79
TX-069,Castro County,Texas,74.15,-19.4,5,93.55
TX-071,Chambers County,Texas,260.87,11.3,72,249.57
TX-073,Cherokee County,Texas,252.66,30.66,111,222
TX-075,Childress County,Texas,99.3,-13.82,16,113.12
TX-077,Clay County,Texas,161.51,10.86,99,150.65
TX-079,Cochran County,Texas,66.87,-21.19,5,88.06
TX-081,Coke County,Texas,97.13,-13.47,22,110.6
TX-083,Coleman County,Texas,122.85,-7.07,33,129.92
TX-085,Collin County,Texas,199.34,9.18,80,190.16
TX-087,Collingsworth County,Texas,102.94,-13.23,20,116.17
TX-089,Colorado County,Texas,205.65,3.49,72,202.16
TX-091,Comal County,Texas,131.23,-31.22,10,162.45
TX-093,Comanche County,Texas,139.95,-1.87,58,141.82
TX-095,Concho County,Texas,104.25,-16.38,12,120.63
TX-097,Cooke County,Texas,188.08,9.57,92,178.51
TX-099,Coryell County,Texas,141.65,-16.3,15,157.95
TX-101,Cottle County,Texas,105.95,-6.47,37,112.42
TX-103,Crane County,Texas,40.98,-25.28,3,66.26
TX-105,Crockett County,Texas,62.22,-28.86,4,91.08
TX-107,Crosby County,Texas,89.27,-12.9,12,102.17
TX-109,Culberson County,Texas,45.02,-14.94,7,59.96
TX-111,Dallam County,Texas,69.2,-13.92,19,83.12
TX-113,Dallas County,Texas,202.55,20.45,111,182.1
TX-115,Dawson County,Texas,70.78,-16.92,13,87.7
TX-117,Deaf Smith County,Texas,69.25,-22.64,3,91.89
TX-119,Delta County,Texas,238.66,24.24,108,214.42
TX-121,Denton County,Texas,183.23,8.11,81,175.12
TX-123,DeWitt County,Texas,165.05,-7.58,48,172.63
TX-125,Dickens County,Texas,102.78,-5.72,35,108.5
TX-127,Dimmit County,Texas,83.59,-22.4,7,105.99
TX-129,Donley County,Texas,99.7,-10.26,28,109.96
TX-131,Duval County,Texas,109.32,-9,31,118.32
TX-133,Eastland County,Texas,147.05,8.53,86,138.52
TX-135,Ector County,Texas,41.28,-28.31,1,69.59
TX-137,Edwards County,Texas,87.58,-30.47,5,118.05
TX-139,Ellis County,Texas,202.49,20.49,112,182
TX-141,El Paso County,Texas,36.34,-7.75,18,44.09
TX-143,Erath County,Texas,146.72,-2.38,55,149.1
TX-145,Falls County,Texas,180.62,5.69,76,174.93
TX-147,Fannin County,Texas,223.91,18.5,103,205.41
TX-149,Fayette County,Texas,186.6,-0.56,61,187.16
